killsplayer_1,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,killsplayer_10,deathsplayer_1,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,assistsplayer_2,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,assistsplayer_10,dragon_team100,dragon_team200,riftherald_team100,riftherald_team300,winningTeam,currentGold_1,magicDamageDoneToChampions_1,physicalDamageDoneToChampions_1,trueDamageDoneToChampions_1,totalDamageDoneToChampions_1,goldPerSecond_1,jungleMinionsKilled_1,level_1,minionsKilled_1,timeEnemySpentControlled_1,totalGold_1,xp_1,currentGold_2,magicDamageDoneToChampions_2,physicalDamageDoneToChampions_2,trueDamageDoneToChampions_2,totalDamageDoneToChampions_2,goldPerSecond_2,jungleMinionsKilled_2,level_2,minionsKilled_2,timeEnemySpentControlled_2,totalGold_2,xp_2,currentGold_3,magicDamageDoneToChampions_3,physicalDamageDoneToChampions_3,trueDamageDoneToChampions_3,totalDamageDoneToChampions_3,goldPerSecond_3,jungleMinionsKilled_3,level_3,minionsKilled_3,timeEnemySpentControlled_3,totalGold_3,xp_3,currentGold_4,magicDamageDoneToChampions_4,physicalDamageDoneToChampions_4,trueDamageDoneToChampions_4,totalDamageDoneToChampions_4,goldPerSecond_4,jungleMinionsKilled_4,level_4,minionsKilled_4,timeEnemySpentControlled_4,totalGold_4,xp_4,currentGold_5,magicDamageDoneToChampions_5,physicalDamageDoneToChampions_5,trueDamageDoneToChampions_5,totalDamageDoneToChampions_5,goldPerSecond_5,jungleMinionsKilled_5,level_5,minionsKilled_5,timeEnemySpentControlled_5,totalGold_5,xp_5,currentGold_6,magicDamageDoneToChampions_6,physicalDamageDoneToChampions_6,trueDamageDoneToChampions_6,totalDamageDoneToChampions_6,goldPerSecond_6,jungleMinionsKilled_6,level_6,minionsKilled_6,timeEnemySpentControlled_6,totalGold_6,xp_6,currentGold_7,magicDamageDoneToChampions_7,physicalDamageDoneToChampions_7,trueDamageDoneToChampions_7,totalDamageDoneToChampions_7,goldPerSecond_7,jungleMinionsKilled_7,level_7,minionsKilled_7,timeEnemySpentControlled_7,totalGold_7,xp_7,currentGold_8,magicDamageDoneToChampions_8,physicalDamageDoneToChampions_8,trueDamageDoneToChampions_8,totalDamageDoneToChampions_8,goldPerSecond_8,jungleMinionsKilled_8,level_8,minionsKilled_8,timeEnemySpentControlled_8,totalGold_8,xp_8,currentGold_9,magicDamageDoneToChampions_9,physicalDamageDoneToChampions_9,trueDamageDoneToChampions_9,totalDamageDoneToChampions_9,goldPerSecond_9,jungleMinionsKilled_9,level_9,minionsKilled_9,timeEnemySpentControlled_9,totalGold_9,xp_9,currentGold_10,magicDamageDoneToChampions_10,physicalDamageDoneToChampions_10,trueDamageDoneToChampions_10,totalDamageDoneToChampions_10,goldPerSecond_10,jungleMinionsKilled_10,level_10,minionsKilled_10,timeEnemySpentControlled_10,totalGold_10,xp_10,timestamp,gameMode,gameType,gameVersion,assistsplayer_1,assistsplayer_3,baron_team100,baron_team200,deathsplayer_10,killsplayer_0,riftherald_team200,killsplayer_5
1.0,7.0,2.0,2.0,1.0,6.0,4.0,2.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,1.0,3.0,4.0,6.0,7.0,2.0,4.0,3.0,4.0,8.0,2.0,4.0,2.0,,100.0,41.0,2155.0,1178.0,1926.0,5259.0,0.0,0.0,11.0,139.0,49850.0,7121.0,7954.0,-35.0,1076.0,12700.0,454.0,14231.0,0.0,114.0,12.0,13.0,204283.0,9190.0,8879.0,118.0,5352.0,813.0,404.0,6570.0,0.0,2.0,11.0,126.0,13279.0,6563.0,8215.0,864.0,588.0,6313.0,127.0,7029.0,0.0,5.0,9.0,96.0,111047.0,6314.0,6080.0,78.0,2692.0,818.0,0.0,3511.0,30.0,0.0,9.0,13.0,8821.0,5652.0,5931.0,683.0,4747.0,899.0,0.0,5646.0,0.0,4.0,11.0,112.0,21408.0,6023.0,7734.0,345.0,525.0,7427.0,610.0,8563.0,0.0,127.0,12.0,24.0,188239.0,8809.0,9132.0,1700.0,5632.0,363.0,0.0,5995.0,0.0,8.0,12.0,144.0,130859.0,7565.0,9329.0,1052.0,1483.0,8119.0,0.0,9602.0,0.0,0.0,10.0,140.0,149705.0,7277.0,6611.0,690.0,4388.0,880.0,140.0,5408.0,30.0,4.0,9.0,13.0,114745.0,5740.0,5920.0,1200391.0,CLASSIC,MATCHED_GAME,11.17.393.607,2.0,2.0,3.0,,4.0,,,3.0
6.0,1.0,3.0,1.0,2.0,3.0,1.0,5.0,2.0,5.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,6.0,,5.0,3.0,3.0,2.0,3.0,7.0,1.0,4.0,2.0,,200.0,358.0,1766.0,12907.0,6316.0,20989.0,0.0,4.0,12.0,109.0,174254.0,7433.0,9183.0,447.0,1194.0,3233.0,656.0,5084.0,0.0,92.0,12.0,22.0,461619.0,6997.0,9161.0,355.0,8842.0,429.0,0.0,9272.0,0.0,23.0,13.0,173.0,49479.0,9159.0,10255.0,271.0,106.0,2471.0,203.0,2781.0,0.0,4.0,10.0,108.0,429.0,6071.0,6258.0,57.0,2472.0,962.0,576.0,4011.0,30.0,0.0,10.0,13.0,220238.0,4907.0,6390.0,1037.0,10879.0,3283.0,780.0,14942.0,0.0,0.0,12.0,139.0,264217.0,6927.0,9837.0,790.0,549.0,7630.0,877.0,9058.0,0.0,136.0,12.0,21.0,174206.0,8340.0,9300.0,667.0,6721.0,92.0,338.0,7151.0,0.0,0.0,12.0,131.0,36821.0,6027.0,8947.0,1134.0,1697.0,8847.0,24.0,10568.0,0.0,0.0,11.0,152.0,37251.0,8409.0,7795.0,988.0,4112.0,552.0,446.0,5111.0,30.0,0.0,10.0,9.0,121546.0,6378.0,6574.0,1200296.0,CLASSIC,MATCHED_GAME,11.22.406.3587,2.0,3.0,,1.0,2.0,,,1.0
,5.0,2.0,2.0,4.0,6.0,6.0,5.0,1.0,4.0,5.0,4.0,8.0,1.0,2.0,1.0,2.0,4.0,1.0,3.0,6.0,1.0,6.0,6.0,6.0,14.0,,3.0,,,200.0,-36.0,3804.0,4216.0,170.0,8190.0,0.0,0.0,11.0,113.0,662258.0,5714.0,8434.0,248.0,692.0,10790.0,952.0,12435.0,0.0,107.0,11.0,27.0,432696.0,8233.0,8396.0,489.0,3401.0,137.0,0.0,3538.0,0.0,4.0,12.0,137.0,171444.0,7464.0,9319.0,414.0,1238.0,8792.0,0.0,10031.0,0.0,4.0,10.0,138.0,12452.0,7664.0,7064.0,702.0,3400.0,876.0,488.0,4765.0,30.0,0.0,9.0,12.0,182058.0,5152.0,5655.0,680.0,940.0,7858.0,0.0,8799.0,0.0,0.0,12.0,141.0,302554.0,7995.0,9180.0,194.0,7226.0,1091.0,391.0,8709.0,0.0,136.0,13.0,32.0,54773.0,9434.0,10263.0,3046.0,10501.0,217.0,438.0,11157.0,0.0,32.0,14.0,173.0,267771.0,11316.0,12275.0,1107.0,427.0,10274.0,0.0,10701.0,0.0,0.0,11.0,107.0,105995.0,7532.0,8038.0,377.0,4505.0,1486.0,688.0,6680.0,30.0,0.0,11.0,17.0,138067.0,6302.0,7407.0,1200374.0,CLASSIC,MATCHED_GAME,11.22.406.3587,4.0,2.0,,,1.0,,2.0,1.0
1.0,4.0,4.0,6.0,6.0,9.0,2.0,,1.0,4.0,6.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,6.0,2.0,4.0,2.0,2.0,10.0,2.0,3.0,,,200.0,1062.0,8.0,3759.0,697.0,4466.0,0.0,0.0,11.0,87.0,83467.0,5402.0,7790.0,96.0,936.0,8834.0,971.0,10742.0,0.0,90.0,11.0,12.0,73652.0,6971.0,7907.0,198.0,9718.0,237.0,42.0,9998.0,0.0,0.0,12.0,154.0,136303.0,8098.0,9559.0,756.0,1017.0,10373.0,322.0,11713.0,0.0,10.0,12.0,159.0,0.0,9146.0,8793.0,15.0,3511.0,640.0,0.0,4152.0,30.0,0.0,9.0,26.0,95716.0,4734.0,5281.0,144.0,0.0,13180.0,162.0,13342.0,0.0,12.0,12.0,124.0,175005.0,9388.0,9686.0,1750.0,0.0,9854.0,1346.0,11200.0,0.0,130.0,13.0,37.0,256153.0,10390.0,10785.0,2143.0,11521.0,186.0,0.0,11708.0,0.0,16.0,13.0,168.0,120247.0,9093.0,11191.0,769.0,0.0,5593.0,0.0,5593.0,0.0,4.0,10.0,123.0,40691.0,5979.0,6947.0,473.0,6341.0,823.0,512.0,7677.0,30.0,0.0,8.0,9.0,62161.0,5513.0,4217.0,1200295.0,CLASSIC,MATCHED_GAME,11.20.400.7328,1.0,2.0,1.0,1.0,5.0,1.0,2.0,
1.0,5.0,11.0,4.0,1.0,8.0,5.0,,3.0,3.0,4.0,,5.0,5.0,3.0,5.0,3.0,7.0,6.0,4.0,11.0,3.0,2.0,5.0,4.0,8.0,2.0,,1.0,1.0,100.0,619.0,228.0,5275.0,440.0,5943.0,0.0,13.0,12.0,137.0,107936.0,6744.0,9556.0,1022.0,770.0,8180.0,782.0,9733.0,0.0,111.0,12.0,3.0,277035.0,8162.0,8964.0,1662.0,11640.0,492.0,254.0,12387.0,0.0,4.0,15.0,206.0,58920.0,12352.0,13222.0,972.0,808.0,9574.0,0.0,10382.0,0.0,18.0,11.0,149.0,601552.0,8847.0,7640.0,244.0,4471.0,1031.0,0.0,5502.0,30.0,0.0,10.0,6.0,24339.0,6318.0,6135.0,343.0,88.0,4375.0,0.0,4464.0,0.0,4.0,13.0,170.0,154067.0,7643.0,10147.0,591.0,605.0,5763.0,1713.0,8082.0,0.0,95.0,11.0,10.0,213497.0,8182.0,8025.0,217.0,10095.0,341.0,0.0,10436.0,0.0,4.0,12.0,140.0,108065.0,7812.0,9842.0,30.0,1397.0,5190.0,98.0,6686.0,0.0,4.0,10.0,113.0,0.0,5505.0,6670.0,621.0,4826.0,1055.0,918.0,6800.0,30.0,0.0,10.0,12.0,113886.0,5931.0,6661.0,1200265.0,CLASSIC,MATCHED_GAME,11.20.400.7328,4.0,2.0,,,3.0,,,
1.0,4.0,4.0,4.0,2.0,10.0,4.0,2.0,2.0,5.0,3.0,3.0,5.0,4.0,2.0,3.0,1.0,6.0,5.0,3.0,6.0,3.0,3.0,3.0,7.0,9.0,2.0,1.0,,,200.0,247.0,9191.0,4601.0,0.0,13792.0,0.0,4.0,12.0,127.0,35066.0,6177.0,8964.0,1070.0,6861.0,1606.0,413.0,8881.0,0.0,101.0,11.0,22.0,323329.0,7645.0,8311.0,67.0,239.0,8705.0,554.0,9499.0,0.0,8.0,13.0,147.0,89929.0,7987.0,10212.0,471.0,0.0,8232.0,313.0,8546.0,0.0,8.0,10.0,133.0,97507.0,8421.0,6981.0,436.0,5166.0,846.0,550.0,6563.0,30.0,0.0,9.0,10.0,98502.0,5935.0,6010.0,389.0,3142.0,1645.0,140.0,4927.0,0.0,4.0,13.0,136.0,53095.0,6689.0,10308.0,208.0,0.0,13024.0,929.0,13953.0,0.0,127.0,12.0,16.0,196430.0,9533.0,9750.0,717.0,3797.0,1158.0,606.0,5562.0,0.0,12.0,13.0,156.0,28050.0,8347.0,10868.0,50.0,5753.0,559.0,0.0,6312.0,0.0,4.0,11.0,120.0,116900.0,6900.0,8306.0,327.0,4088.0,819.0,92.0,4999.0,30.0,0.0,9.0,0.0,61887.0,5502.0,5679.0,1200212.0,CLASSIC,MATCHED_GAME,11.22.406.3587,,2.0,,,3.0,,1.0,2.0
1.0,4.0,3.0,1.0,5.0,7.0,8.0,4.0,2.0,6.0,5.0,4.0,5.0,6.0,1.0,2.0,1.0,,4.0,3.0,5.0,6.0,8.0,6.0,4.0,7.0,1.0,2.0,,1.0,200.0,787.0,0.0,2558.0,2227.0,4786.0,0.0,0.0,11.0,113.0,3501.0,5607.0,7765.0,464.0,642.0,6503.0,692.0,7839.0,0.0,96.0,11.0,30.0,446564.0,7589.0,7588.0,425.0,6451.0,65.0,246.0,6763.0,0.0,0.0,11.0,111.0,65225.0,6740.0,7605.0,189.0,1387.0,5710.0,0.0,7098.0,0.0,5.0,11.0,142.0,858.0,6939.0,7771.0,254.0,1820.0,865.0,424.0,3109.0,30.0,0.0,9.0,5.0,23414.0,4724.0,5150.0,1335.0,8598.0,3322.0,208.0,12129.0,0.0,8.0,13.0,121.0,610268.0,8085.0,10309.0,527.0,10616.0,1970.0,636.0,13223.0,0.0,142.0,13.0,17.0,186292.0,10477.0,10456.0,3381.0,2126.0,11828.0,1881.0,15836.0,0.0,9.0,14.0,171.0,100280.0,10766.0,11713.0,468.0,609.0,8386.0,0.0,8996.0,0.0,3.0,11.0,133.0,389892.0,7718.0,8561.0,147.0,1924.0,1492.0,460.0,3877.0,30.0,0.0,8.0,23.0,185354.0,5562.0,4991.0,1200276.0,CLASSIC,MATCHED_GAME,11.19.398.9466,1.0,4.0,,,7.0,,1.0,2.0
3.0,,4.0,2.0,2.0,7.0,8.0,2.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,2.0,,,1.0,1.0,5.0,4.0,3.0,7.0,6.0,,3.0,,1.0,200.0,96.0,2725.0,4897.0,353.0,7976.0,0.0,4.0,12.0,109.0,179861.0,7031.0,9217.0,606.0,466.0,1783.0,0.0,2250.0,0.0,84.0,10.0,14.0,323776.0,5156.0,7196.0,459.0,8220.0,1228.0,154.0,9603.0,0.0,4.0,13.0,162.0,202470.0,8264.0,10270.0,667.0,560.0,2657.0,0.0,3218.0,0.0,0.0,10.0,144.0,4260.0,6767.0,6794.0,325.0,4523.0,460.0,300.0,5284.0,30.0,0.0,10.0,4.0,33061.0,4275.0,6236.0,1156.0,10978.0,2337.0,903.0,14219.0,0.0,4.0,13.0,144.0,188522.0,8131.0,10044.0,231.0,1121.0,7889.0,352.0,9362.0,0.0,85.0,12.0,32.0,117897.0,8346.0,8875.0,1496.0,11598.0,1201.0,0.0,12800.0,0.0,32.0,14.0,154.0,70068.0,9976.0,11781.0,25.0,159.0,6039.0,213.0,6411.0,0.0,24.0,12.0,159.0,69079.0,9475.0,8942.0,252.0,287.0,3159.0,701.0,4148.0,30.0,0.0,10.0,25.0,60000.0,6552.0,6262.0,1200337.0,CLASSIC,MATCHED_GAME,11.21.403.3002,,1.0,,1.0,2.0,,1.0,1.0
1.0,7.0,6.0,5.0,5.0,1.0,3.0,5.0,,4.0,1.0,4.0,4.0,1.0,4.0,3.0,4.0,5.0,5.0,1.0,10.0,,5.0,2.0,,9.0,4.0,,1.0,1.0,100.0,490.0,0.0,5493.0,0.0,5493.0,0.0,4.0,11.0,103.0,69863.0,6050.0,8425.0,1648.0,11859.0,169.0,626.0,12655.0,0.0,104.0,11.0,13.0,444668.0,8298.0,8427.0,335.0,860.0,13574.0,865.0,15300.0,0.0,0.0,12.0,147.0,88558.0,9275.0,9762.0,333.0,892.0,8937.0,0.0,9830.0,0.0,8.0,11.0,129.0,37621.0,7983.0,7532.0,161.0,5252.0,3183.0,788.0,9223.0,30.0,0.0,11.0,40.0,221726.0,5756.0,7328.0,464.0,1853.0,8406.0,653.0,10913.0,0.0,4.0,13.0,168.0,14966.0,9478.0,10372.0,675.0,4460.0,226.0,428.0,5115.0,0.0,91.0,11.0,6.0,495334.0,6150.0,7343.0,796.0,4330.0,363.0,1613.0,6307.0,0.0,21.0,12.0,138.0,178497.0,8006.0,9762.0,1400.0,8542.0,626.0,0.0,9168.0,0.0,4.0,11.0,143.0,49576.0,7750.0,7514.0,368.0,3753.0,1020.0,0.0,4774.0,30.0,0.0,10.0,13.0,89378.0,5253.0,6131.0,1200413.0,CLASSIC,MATCHED_GAME,11.22.406.3587,3.0,5.0,1.0,,4.0,,,1.0
1.0,5.0,5.0,6.0,3.0,2.0,10.0,3.0,2.0,2.0,2.0,5.0,5.0,6.0,3.0,7.0,2.0,3.0,6.0,5.0,8.0,,7.0,3.0,4.0,9.0,3.0,2.0,1.0,,200.0,1160.0,334.0,5174.0,0.0,5508.0,0.0,14.0,13.0,154.0,123685.0,7435.0,10150.0,548.0,396.0,7607.0,810.0,8814.0,0.0,108.0,12.0,26.0,272422.0,8408.0,9299.0,156.0,11057.0,0.0,0.0,11057.0,0.0,4.0,11.0,99.0,59662.0,8416.0,8078.0,770.0,292.0,15028.0,0.0,15320.0,0.0,0.0,11.0,150.0,40329.0,8820.0,8323.0,759.0,6052.0,992.0,574.0,7619.0,30.0,0.0,9.0,15.0,90619.0,6299.0,5973.0,1296.0,0.0,5364.0,776.0,6140.0,0.0,0.0,12.0,140.0,58916.0,7471.0,9575.0,216.0,327.0,5977.0,382.0,6687.0,0.0,102.0,11.0,21.0,74077.0,7031.0,7907.0,887.0,12065.0,533.0,298.0,12896.0,0.0,8.0,12.0,115.0,131630.0,9467.0,9249.0,409.0,2512.0,10118.0,0.0,12631.0,0.0,4.0,11.0,146.0,66.0,7967.0,8531.0,110.0,3489.0,1370.0,271.0,5131.0,30.0,0.0,10.0,24.0,155310.0,5545.0,7043.0,1200367.0,CLASSIC,MATCHED_GAME,11.22.406.3587,1.0,6.0,,1.0,3.0,,1.0,1.0
2.0,9.0,6.0,4.0,6.0,9.0,3.0,3.0,2.0,6.0,4.0,4.0,4.0,5.0,5.0,3.0,8.0,4.0,2.0,6.0,15.0,3.0,3.0,3.0,5.0,9.0,3.0,1.0,1.0,,200.0,180.0,3234.0,3163.0,895.0,7294.0,0.0,12.0,11.0,69.0,120385.0,5480.0,7823.0,325.0,11058.0,493.0,866.0,12418.0,0.0,89.0,13.0,26.0,105983.0,9050.0,10006.0,741.0,2380.0,10308.0,1708.0,14397.0,0.0,8.0,13.0,135.0,74170.0,9561.0,10269.0,621.0,6987.0,748.0,309.0,8045.0,0.0,0.0,11.0,121.0,80592.0,6671.0,8022.0,544.0,3851.0,1206.0,810.0,5867.0,30.0,0.0,10.0,31.0,42537.0,5969.0,6629.0,976.0,6445.0,2855.0,5131.0,14432.0,0.0,10.0,12.0,132.0,80788.0,9291.0,9310.0,764.0,0.0,12722.0,512.0,13235.0,0.0,114.0,13.0,30.0,288318.0,10164.0,10050.0,887.0,587.0,7484.0,609.0,8681.0,0.0,8.0,12.0,135.0,77492.0,7962.0,8723.0,1116.0,779.0,7773.0,64.0,8616.0,0.0,0.0,11.0,151.0,101513.0,8041.0,7543.0,443.0,2370.0,1399.0,324.0,4094.0,30.0,0.0,10.0,35.0,40100.0,5603.0,6130.0,1200373.0,CLASSIC,MATCHED_GAME,11.20.400.7328,5.0,10.0,,1.0,3.0,,1.0,2.0
4.0,10.0,2.0,5.0,3.0,4.0,4.0,,1.0,4.0,,1.0,2.0,5.0,6.0,3.0,5.0,7.0,7.0,9.0,8.0,,1.0,1.0,4.0,5.0,3.0,,1.0,1.0,100.0,654.0,3094.0,7644.0,506.0,11245.0,0.0,4.0,12.0,141.0,104503.0,8804.0,9672.0,516.0,788.0,8573.0,690.0,10052.0,0.0,107.0,12.0,14.0,428275.0,10440.0,9735.0,1130.0,8346.0,225.0,0.0,8572.0,0.0,0.0,13.0,151.0,58822.0,7655.0,10230.0,563.0,534.0,9726.0,0.0,10261.0,0.0,4.0,11.0,151.0,89344.0,8538.0,8558.0,494.0,3177.0,1747.0,648.0,5572.0,30.0,0.0,10.0,38.0,86627.0,5779.0,6476.0,348.0,43.0,6479.0,572.0,7095.0,0.0,5.0,13.0,168.0,93971.0,8053.0,10399.0,173.0,5023.0,1056.0,463.0,6544.0,0.0,108.0,12.0,27.0,299589.0,7248.0,8876.0,366.0,520.0,8059.0,506.0,9086.0,0.0,4.0,11.0,127.0,89701.0,7166.0,8029.0,217.0,392.0,7671.0,0.0,8064.0,0.0,0.0,10.0,124.0,105193.0,6347.0,6436.0,395.0,1993.0,1409.0,658.0,4061.0,30.0,0.0,10.0,50.0,41083.0,5320.0,6209.0,1200308.0,CLASSIC,MATCHED_GAME,11.20.400.7328,4.0,9.0,1.0,,4.0,1.0,,3.0
7.0,2.0,2.0,6.0,,3.0,12.0,6.0,,1.0,8.0,4.0,6.0,2.0,5.0,4.0,1.0,5.0,7.0,8.0,11.0,1.0,6.0,2.0,6.0,8.0,1.0,3.0,,1.0,200.0,214.0,4235.0,9812.0,0.0,14047.0,0.0,0.0,12.0,116.0,67117.0,8314.0,9468.0,131.0,5277.0,417.0,2269.0,7964.0,0.0,88.0,11.0,14.0,214980.0,6556.0,7355.0,979.0,894.0,5675.0,180.0,6750.0,0.0,0.0,12.0,125.0,83478.0,6704.0,9104.0,348.0,1414.0,8386.0,70.0,9871.0,0.0,8.0,11.0,94.0,75453.0,8258.0,7735.0,667.0,3863.0,1197.0,230.0,5291.0,30.0,0.0,9.0,7.0,135211.0,6427.0,6017.0,710.0,0.0,6859.0,0.0,6859.0,0.0,0.0,12.0,118.0,109529.0,5085.0,8758.0,1425.0,7021.0,1036.0,549.0,8607.0,0.0,111.0,12.0,21.0,136503.0,7800.0,8714.0,2615.0,12854.0,1191.0,402.0,14448.0,0.0,4.0,13.0,127.0,66332.0,9980.0,11378.0,227.0,1322.0,12622.0,553.0,14498.0,0.0,4.0,12.0,138.0,20880.0,9261.0,8658.0,178.0,4110.0,147.0,398.0,4655.0,30.0,0.0,9.0,27.0,35028.0,4813.0,6023.0,1200390.0,CLASSIC,MATCHED_GAME,11.22.406.3587,3.0,2.0,,,7.0,,1.0,5.0
3.0,,,5.0,5.0,2.0,8.0,1.0,6.0,6.0,5.0,1.0,5.0,5.0,2.0,3.0,,3.0,,,1.0,4.0,5.0,3.0,8.0,,1.0,3.0,1.0,,200.0,994.0,761.0,8560.0,2713.0,12035.0,0.0,4.0,12.0,124.0,57176.0,7594.0,8752.0,260.0,991.0,790.0,0.0,1781.0,0.0,80.0,10.0,11.0,206200.0,5285.0,6543.0,1249.0,6035.0,684.0,838.0,7558.0,30.0,0.0,11.0,29.0,71989.0,5299.0,7345.0,36.0,0.0,11490.0,1553.0,13043.0,0.0,0.0,12.0,115.0,77350.0,6999.0,8770.0,1096.0,1032.0,7430.0,0.0,8462.0,0.0,0.0,11.0,134.0,14136.0,8221.0,7742.0,791.0,3258.0,825.0,482.0,4566.0,30.0,0.0,10.0,14.0,145896.0,6376.0,6571.0,-237.0,5562.0,257.0,428.0,6247.0,0.0,0.0,13.0,94.0,184226.0,5898.0,10131.0,626.0,765.0,11185.0,604.0,12555.0,0.0,143.0,14.0,18.0,268242.0,9676.0,11724.0,1945.0,2486.0,9576.0,0.0,12062.0,0.0,4.0,11.0,154.0,792.0,8145.0,7470.0,148.0,3107.0,8474.0,1120.0,12701.0,0.0,12.0,12.0,135.0,37782.0,7838.0,9038.0,1200332.0,CLASSIC,MATCHED_GAME,11.21.403.3002,,6.0,,1.0,6.0,,1.0,6.0
3.0,6.0,4.0,5.0,8.0,3.0,8.0,2.0,1.0,6.0,2.0,6.0,5.0,3.0,6.0,4.0,2.0,3.0,3.0,2.0,10.0,3.0,6.0,2.0,4.0,10.0,3.0,1.0,,1.0,100.0,550.0,120.0,7632.0,951.0,8705.0,0.0,0.0,11.0,132.0,211179.0,7525.0,8479.0,1289.0,872.0,11711.0,927.0,13512.0,0.0,146.0,13.0,33.0,376031.0,9254.0,11171.0,1365.0,11188.0,738.0,564.0,12491.0,0.0,0.0,12.0,119.0,125517.0,8115.0,9538.0,48.0,2127.0,8869.0,0.0,10997.0,0.0,4.0,11.0,149.0,429.0,8973.0,7793.0,46.0,2144.0,1344.0,438.0,3927.0,30.0,0.0,9.0,29.0,37755.0,5621.0,6077.0,359.0,2121.0,11362.0,584.0,14068.0,0.0,0.0,12.0,110.0,38029.0,8634.0,9216.0,230.0,426.0,4273.0,358.0,5058.0,0.0,97.0,12.0,24.0,408180.0,8375.0,9048.0,492.0,9417.0,1466.0,320.0,11203.0,0.0,0.0,12.0,130.0,28840.0,9327.0,9747.0,873.0,988.0,7211.0,0.0,8200.0,0.0,4.0,10.0,145.0,9811.0,7373.0,7272.0,492.0,4348.0,593.0,412.0,5354.0,30.0,0.0,10.0,14.0,186725.0,6052.0,6677.0,1200396.0,CLASSIC,MATCHED_GAME,11.21.403.3002,2.0,3.0,1.0,,4.0,,1.0,1.0
2.0,2.0,3.0,8.0,4.0,9.0,8.0,,2.0,6.0,3.0,5.0,3.0,6.0,,4.0,3.0,6.0,6.0,4.0,9.0,5.0,10.0,2.0,8.0,6.0,,4.0,1.0,,200.0,2100.0,375.0,7943.0,0.0,8318.0,0.0,4.0,12.0,159.0,76924.0,6900.0,9019.0,909.0,326.0,6709.0,223.0,7259.0,0.0,99.0,12.0,19.0,199166.0,7049.0,8645.0,179.0,8211.0,1338.0,0.0,9550.0,0.0,4.0,12.0,151.0,125430.0,8129.0,9275.0,812.0,1134.0,7188.0,66.0,8388.0,0.0,4.0,11.0,131.0,81907.0,10552.0,8419.0,143.0,1896.0,2171.0,568.0,4635.0,30.0,0.0,9.0,23.0,40890.0,5443.0,5705.0,717.0,3938.0,4153.0,0.0,8091.0,0.0,5.0,12.0,111.0,377011.0,7332.0,9374.0,1420.0,15722.0,1176.0,1055.0,17954.0,0.0,103.0,13.0,45.0,371886.0,10155.0,10308.0,215.0,140.0,6180.0,404.0,6725.0,0.0,0.0,12.0,138.0,80295.0,8765.0,9924.0,369.0,845.0,6524.0,332.0,7702.0,0.0,0.0,10.0,112.0,345699.0,5994.0,6985.0,637.0,8533.0,500.0,654.0,9688.0,30.0,0.0,10.0,24.0,170456.0,6072.0,6187.0,1200321.0,CLASSIC,MATCHED_GAME,11.22.406.3587,1.0,5.0,,1.0,5.0,1.0,1.0,2.0
4.0,6.0,3.0,3.0,3.0,6.0,1.0,3.0,1.0,6.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,6.0,7.0,9.0,10.0,7.0,4.0,4.0,2.0,6.0,3.0,1.0,2.0,,100.0,1030.0,696.0,9653.0,4081.0,14431.0,0.0,8.0,11.0,114.0,109933.0,7325.0,7468.0,1900.0,1016.0,6514.0,102.0,7633.0,0.0,137.0,12.0,12.0,408653.0,9290.0,8775.0,53.0,9512.0,106.0,0.0,9619.0,0.0,0.0,12.0,123.0,63991.0,6643.0,8680.0,378.0,790.0,12815.0,0.0,13605.0,0.0,0.0,12.0,173.0,22973.0,8623.0,8854.0,706.0,3499.0,663.0,464.0,4627.0,30.0,0.0,9.0,11.0,61760.0,6031.0,5418.0,551.0,5784.0,2137.0,1625.0,9548.0,0.0,0.0,13.0,138.0,638088.0,7951.0,10222.0,834.0,517.0,9739.0,882.0,11139.0,0.0,104.0,12.0,28.0,246916.0,8909.0,9040.0,360.0,6337.0,1674.0,0.0,8011.0,0.0,8.0,11.0,120.0,98459.0,7160.0,8012.0,283.0,676.0,7380.0,0.0,8057.0,0.0,4.0,9.0,103.0,861.0,6048.0,5958.0,719.0,1466.0,1142.0,400.0,3009.0,30.0,0.0,9.0,37.0,111237.0,4974.0,5098.0,1200346.0,CLASSIC,MATCHED_GAME,11.22.406.3587,3.0,5.0,1.0,,4.0,,,1.0
